num_groups,pool_size,cumInfections_naive_mean,cumInfections_naive_sem,cumInfections_correlated_mean,cumInfections_correlated_sem,cumInfections_correlated_weak_mean,cumInfections_correlated_weak_sem,cum_num_tests_naive_mean,cum_num_tests_naive_sem,cum_num_tests_correlated_mean,cum_num_tests_correlated_sem,cum_num_tests_correlated_weak_mean,cum_num_tests_correlated_weak_sem
5,10,3552.8888888888887,57.26477382289791,2983.0,72.94305236887807,3180.3333333333335,72.36758021840073,47041.11111111111,391.6202084345507,34572.0,338.111782962052,39066.88888888889,427.0376627794073
